ID,Path,Category,SubCategory,Location,Description,Spec,Dimensions,Finish
,198,Material,MetalAluminium,Logo,,Matte,,
,199,Material,Metal,Logo,,Matte,,
,200,Material,Graphic,Logo,,Matte,,
,201,Material,Logo,Matte,,,,
,202,Material,Logo,Matte,,,,
,203,Material,Logo,Matte,,,,
,204,Material,Logo,Matte,,,,
,205,Material,Logo,Matte,,,,
E-LFB-01,Schedule\KL1\E-LFB-01.jpg,Texture,,,,,,
